,titulo,ubicacion,precio,area_m2,habitaciones,banos,parqueaderos,url
4830,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.700.000,87.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-2-habitaciones-2-banos-1-garajes/687-M4354128
4831,"Apartamento en Arriendo, BELEN, Medellín",belene | medellín,2.900.000,84.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rosales-3-habitaciones-2-banos-1-garajes/12116-M4678728
4832,"Bodega en Arriendo, CENTRO, Medellín",centro | centro | medellín,6.500.000,470.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-centro-administrativo/687-M4426145
4833,"Oficina en Arriendo, El Poblado, Medellín",el pobladoe | medellín,9.800.000,125.0,0,1,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-patio-bonito-1-banos-3-garajes/4334-M5613905
4834,"Apartamento en Arriendo, LOS BALSOS NO 1, Medellín",los balsos no 1e | medellín,4.900.000,110.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-2-banos-2-garajes/16174-M5716524
4835,"Casa en Arriendo, EL CAMPESTRE, Medellín",el campestree | medellín,7.000.000,280.0,3,3,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-diamante-no2-3-habitaciones-3-banos-4-garajes/16174-M5840762
4836,"Apartamento en Arriendo, LA CALERA, Medellín",la calerae | medellín,10.000.000,214.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/16174-M5649421
4837,"Apartamento en Arriendo, Ciudad Del Rio, Medellín",ciudad del rio | medellín,3.800.000,65.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-2-habitaciones-2-banos-1-garajes/16549-M6016134
4838,"Casa en Arriendo, El Velodromo, Medellín",el velodromo | medellín,6.000.000,222.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-velodromo-3-habitaciones-3-banos-1-garajes/4673-M5822751
4839,"Apartaestudio en Arriendo, La Milagrosa, Medellín",la milagrosa | medellín,1.150.000,30.0,1,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-la-milagrosa-1-habitaciones-1-banos/18597-M6067966
4840,"Apartamento en Arriendo, Poblado, Medellín",poblado | medellín,15.000.000,97.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-3-banos-2-garajes/16120-M4623355
4841,"Apartamento en Arriendo, San Joaquin, Medellín",san joaquin | medellín,5.000.000,140.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-joaquin-3-habitaciones-3-banos-1-garajes/16120-M5281194
4842,"Oficina en Arriendo, El Poblado, Medellín",el pobladoe | medellín,4.600.000,63.0,0,1,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-las-lomas-no.1-1-banos-2-garajes/14894-M5833037
4843,"Bodega en Arriendo, Cristo Rey, Medellín",cristo reye | medellín,4.600.000,155.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-cristo-rey-1-banos/14059-M5766306
4844,"Casa en Arriendo, Alejandria, Medellín",alejandria | medellín,11.200.000,220.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alejandria-3-habitaciones-3-banos-2-garajes/16120-M5455878
4848,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.000.000,150.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M5746849
4849,"Apartamento en Arriendo, Poblado El Campestre, Medellín",poblado el campestree | medellín,6.500.000,72.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-2-habitaciones-2-banos-1-garajes/19797-M6051415
4850,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.750.000,54.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-1-habitaciones-2-banos-1-garajes/687-M5773069
4851,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.700.000,128.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-2-banos-1-garajes/687-M4939729
4852,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.700.000,86.0,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-1-habitaciones-2-banos-2-garajes/687-M5246071
4853,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.850.000,124.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M5259048
4854,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,7.250.000,240.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-4-habitaciones-3-banos-2-garajes/12116-M5714298
4855,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.500.000,165.0,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.1-4-habitaciones-4-banos-2-garajes/687-M3706068
4856,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.200.000,164.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-1-garajes/687-M4834537
4857,"Local Comercial en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,18.700.000,185.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-el-poblado/687-M5698512
4858,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.000.000,60.0,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-2-habitaciones-1-banos-1-garajes/687-M6055060
4859,"Apartamento en Arriendo, BELEN, Medellín",belene | medellín,3.350.000,113.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-nogal-los-almendros-3-habitaciones-3-banos-1-garajes/12116-M4830543
4860,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,2.700.000,90.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-joaquin-2-habitaciones-2-banos-1-garajes/12116-M4855716
4861,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.300.000,140.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-2-garajes/687-M4678787
4862,"Local Comercial en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,10.500.000,100.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-castropol/687-M4765515
4863,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.500.000,78.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-2-garajes/687-M5282262
4864,"Consultorio en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.260.000,72.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-consultorio-medellin-san-diego-1-banos-1-garajes/687-M5136276
4865,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.950.000,164.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-2-garajes/687-M5039068
4866,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.500.000,64.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-los-balsos-no.2-1-banos-1-garajes/687-M5097012
4867,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.700.000,70.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M4995572
4868,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,9.300.000,100.0,0,2,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-alejandria-2-banos-2-garajes/687-M5457078
4869,"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,510.000.000,126.0,3,2,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-lucas-3-habitaciones-2-banos-2-garajes/687-M2013603
4870,"Oficina en Arriendo, BELEN, Medellín",belene | medellín,8.000.000,300.0,0,5,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-urbanizacion-barcelona-5-banos-3-garajes/687-M5418287
4871,"Casa en Arriendo, SIMON BOLIVAR, Medellín",simon bolivare | medellín,4.000.000,120.0,4,2,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-simon-bolivar-4-habitaciones-2-banos-1-garajes/20364-M6026252
4872,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.950.000,65.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-1-habitaciones-2-banos-1-garajes/687-M5367643
4873,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.700.000,80.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-1-garajes/687-M4749002
4875,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,3.950.000,79.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-1-garajes/687-M5949891
4876,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.900.000,129.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5523517
4877,"Apartamento en Venta y Arriendo, poblado, Medellín",pobladoe | medellín,665.000.000,110.0,2,2,1,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M2246866
4878,"Apartamento en Arriendo, CONQUISTADORES, Medellín",conquistadorese | medellín,3.500.000,96.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-1-garajes/12116-M5480348
4879,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.150.000,80.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-2-habitaciones-2-banos-1-garajes/687-M4755998
4880,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,3.100.000,53.0,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no1-2-habitaciones-1-banos-1-garajes/687-M5823399
4881,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.550.000,81.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-1-garajes/687-M5580198
4882,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,11.500.000,212.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M5259010
4883,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.900.000,47.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-1-habitaciones-2-banos-1-garajes/687-M5303479
4884,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,13.500.000,260.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M5745146
4885,"Apartamento en Arriendo, ENVIGADO, Medellín",envigado | medellín,3.200.000,55.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-el-atravesado-1-habitaciones-1-banos-1-garajes/687-M5661918
4886,"Apartamento en Arriendo, Alejandria, Medellín",alejandriae | medellín,4.000.000,95.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/10899-M6066001
4887,"Apartamento en Arriendo, LAS PALMAS, Medellín",las palmase | medellín,4.500.000,94.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-3-banos-2-garajes/16174-M5506184
4888,"Apartamento en Arriendo, Milla De Oro, Medellín",illa de oroe | medellín,6.759.000,50.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-1-habitaciones-1-banos-1-garajes/4673-M6065355
4889,"Apartamento en Arriendo, Castropol, Medellín",castropol | medellín,6.500.000,227.0,3,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos/2214-M5738123
4890,"Apartamento en Arriendo, Loma De Los Bernal, Medellín",loma de los bernal | medellín,2.300.000,57.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos/18518-M6045518
4891,"Oficina en Arriendo, Laureles, Medellín",laurelese | medellín,5.000.000,67.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-nogal-los-almendros-1-banos-1-garajes/2511-M5953739
4892,"Local Comercial en Arriendo, Poblado, Medellín",poblado | medellín,176.238.416,822.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-poblado-1-banos/16120-M5101877
4893,"Apartamento en Arriendo, Robledo La Campiña, Medellín",robledo la campiña | medellín,1.500.000,50.0,3,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-robledo-la-campina-3-habitaciones-1-banos-1-garajes/18597-M6041564
4894,"Apartamento en Arriendo, Poblado, Medellín",pobladoe | medellín,7.100.000,120.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-3-banos-2-garajes/18777-M6052712
4895,"Local Comercial en Arriendo, Belen La Gloria, Medellín",belen la gloriae | medellín,1.500.000,22.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-gloria-1-banos/16895-M5730445
4896,"Local Comercial en Arriendo, Laureles, Medellín",laureles | medellín,4.500.000,68.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-laureles-2-banos/98-M6064846
4897,"Apartamento en Arriendo, Robledo, Medellín",robledo | medellín,2.500.000,65.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-robledo-3-habitaciones-2-banos-1-garajes/18597-M6070749
4901,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,26.000.000,200.0,0,5,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-los-balsos-no.2-5-banos-4-garajes/687-M5744928
4902,"Apartaestudio en Arriendo, Poblado, Medellín",pobladoe | medellín,7.000.000,86.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-la-florida-1-habitaciones-1-banos-1-garajes/20543-M5987384
4903,"Apartamento en Arriendo, BELEN, Medellín",belene | medellín,2.600.000,70.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M5097124
4904,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.300.000,72.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-patio-bonito-1-banos-1-garajes/687-M4137395
4905,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.000.000,136.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-1-garajes/687-M4033402
4906,"Casa en Arriendo, BELEN, Medellín",belene | medellín,4.300.000,116.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-mota-3-habitaciones-3-banos-2-garajes/12116-M5040407
4907,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,2.400.000,56.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-1-habitaciones-1-banos-1-garajes/12116-M5271122
4908,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,34.000.000,460.0,0,2,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-2-banos-4-garajes/687-M4417688
4909,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.800.000,69.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-florida-1-banos-1-garajes/687-M4811359
4910,"Apartamento en Arriendo, LA AMERICA, Medellín",la americae | medellín,1.800.000,64.0,3,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-1-banos/12116-M6032135
4911,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.700.000,120.0,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-asomadera-no.1-4-habitaciones-3-banos-1-garajes/687-M4986707
4912,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,2.200.000,36.0,1,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-joaquin-1-habitaciones-1-banos/12116-M5378212
4913,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,12.300.000,114.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-3-banos-1-garajes/687-M4558770
4914,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,18.500.000,520.0,5,3,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-patio-bonito-5-habitaciones-3-banos-4-garajes/687-M5744070
4915,"Apartamento en Venta y Arriendo, poblado, Medellín",pobladoe | medellín,730.000.000,174.0,3,3,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M2176448
4916,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.300.000,120.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-2-garajes/687-M4229541
4917,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.500.000,90.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-2-banos-2-garajes/687-M5282286
4918,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.200.000,110.0,0,2,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-2-banos-2-garajes/687-M4417705
4919,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.550.000,70.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-2-banos-1-garajes/687-M5428218
4920,"Apartamento en Arriendo, BELEN, Medellín",belene | medellín,2.850.000,60.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-diego-echavarria-2-habitaciones-2-banos-1-garajes/12116-M5832247
4921,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.750.000,59.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-1-habitaciones-2-banos-1-garajes/687-M5708017
4922,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,9.700.000,154.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5251685
