titulo,ubicacion,precio,area_m2,habitaciones,banos,parqueaderos,url
"Apartamento en Arriendo, Loma Los Gonzalez, Medellín",Los González,6.000.000,104.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/11224-M5856883
"Apartamento en Arriendo, San Lucas, Medellín",San Lucas,4.500.000,128.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/11224-M5941951
"Apartamento en Arriendo, Poblado Alto, Medellín",El Poblado,6.700.000,107.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/11224-M5750605
"Casa en Arriendo, Alto Del Escobero, Medellín",Alto Del Escobero | Medellín,11.927.000,300.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alto-del-escobero-3-habitaciones-4-banos-2-garajes/2671-M5812251
"Casa en Arriendo, Las Palmas, Medellín",Las Palmas,40.000.000,680.0,3,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-palmas-3-habitaciones-5-banos-4-garajes/2671-M5965857
"Apartamento en Arriendo, Poblado Los Balsos, Medellín",El Poblado,16.000.000,250.0,3,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-los-balsos-3-habitaciones-5-banos-2-garajes/17556-M6059448
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,3.500.000,74.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-2-banos-1-garajes/16120-M6013166
"Apartamento en Arriendo, Altos Del Poblado, Medellín",El Poblado,9.500.000,108.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-3-banos-2-garajes/16120-M6064040
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado,8.000.000,280.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-3-banos-2-garajes/2398-M5863286
"Casa en Arriendo, Alejandria, Medellín",Alejandría,7.500.000,220.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alejandria-3-habitaciones-4-banos-2-garajes/16120-M6011688
"Casa en Arriendo, El Poblado, Medellín",El Poblado,8.500.000,230.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/14059-M5740316
"Apartamento en Arriendo, Los Balsos, Medellín",Los Balsos,10.200.000,125.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/2398-M5553763
"Apartamento en Arriendo, BELEN DE LA MOTA Nororiente, Medellín",Belén,4.600.000,69.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-rincon-3-habitaciones-2-banos-1-garajes/MC5981708
"Apartamento en Arriendo, BELEN LOMA DE LOS BERNAL Nororiente, Medellín",Loma De Los Bernal,2.400.000,55.0,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-1-banos-1-garajes/MC6004059
"Apartaestudio en Arriendo, LAURELES EL NOGAL Suroccidente, Medellín",El Nogal,4.200.000,37.0,1,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-laureles-1-habitaciones-1-banos/MC6057847
"Apartamento en Arriendo, NUEVA VILLA DE ABURRA Suroccidente, Medellín",Nueva Villa De Aburrá,1.900.000,55.0,2,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-nueva-villa-de-aburra-2-habitaciones-1-banos/MC4655552
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado,4.000.000,90.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-2-banos-2-garajes/16477-M5979653
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado,4.500.000,55.0,1,5,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-5-banos/2895-M5325679
"Apartamento en Arriendo, Guayabal, Medellín",Guayabal,2.400.000,55.0,1,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-colina-1-habitaciones-1-banos/17136-M6036781
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.200.000,105.0,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-1-habitaciones-2-banos-2-garajes/687-M5962360
"Apartamento en Arriendo, Poblado San Lucas, Medellín",El Poblado,5.500.000,87.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-1-habitaciones-1-banos-1-garajes/19797-M6068684
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.300.000,230.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M5015802
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,14.500.000,227.0,4,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-4-banos-4-garajes/687-M5565217
"Bodega en Arriendo, La Aguacatala, Medellín",La Aguacatala,47.620.000,160.0,0,5,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal-5-banos/20662-M6033268
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,49.000.000,473.0,0,4,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-4-banos-4-garajes/687-M4293067
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.850.000,87.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/687-M5155253
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.350.000,176.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-4-banos-2-garajes/687-M5015783
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.000.000,105.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-2-garajes/687-M5565263
"Apartamento en Arriendo, Alto De Las Palmas, Medellín",Las Palmas,6.000.000,89.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alto-de-las-palmas-2-habitaciones-2-banos-2-garajes/19014-M6066273
"Apartamento en Arriendo, Palmas, Medellín",Palmase | Medellín,7.000.000,74.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-2-habitaciones-2-banos-1-garajes/20543-M5989363
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.400.000,340.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-3-garajes/687-M5067829
"Apartamento en Arriendo, Poblado San Lucas, Medellín",El Poblado,12.000.000,80.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-2-habitaciones-2-banos-1-garajes/19797-M6068374
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,9.400.000,180.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5730199
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.200.000,180.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5677588
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,12.800.000,170.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M5677579
"Apartamento en Venta y Arriendo, Poblado, Medellín",El Poblado,598.000.000,160.0,3,3,1,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/687-1820579
"Oficina en Venta y Arriendo, EL POBLADO, Medellín",El Poblado,1.350.000.000,260.0,0,3,4,https://www.metrocuadrado.com/inmueble/venta-oficina-medellin-la-aguacatala-3-banos-4-garajes/687-M2428686
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.700.000,168.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5155155
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,10.500.000,158.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos-2-garajes/687-M5730433
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.900.000,114.0,3,2,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-4-garajes/687-M4965471
"Casa lote en Arriendo, Los Naranjos, Medellín",Los Naranjos,13.800.000,350.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-lote-medellin-los-naranjos/17287-M6012147
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,8.200.000,325.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M3091149
"Apartamento en Arriendo, Medellin, Medellín",In | Medellín,2.800.000,53.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-2-habitaciones-2-banos-1-garajes/11813-M6011766
"Casa en Arriendo, Belen Altavista, Medellín",Belén,1.600.000,104.0,4,2,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-altavista-4-habitaciones-2-banos/19474-M6005214
"Casa en Arriendo, Prado, Medellín",Prado,15.000.000,330.0,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-prado-5-habitaciones-5-banos-2-garajes/19474-M5674290
"Apartamento en Arriendo, Medellin, Medellín",In | Medellín,3.500.000,78.0,2,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-2-habitaciones-1-banos/11813-M5945864
"Apartamento en Arriendo, Medellin, Medellín",In | Medellín,5.500.000,187.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-4-habitaciones-3-banos-2-garajes/11813-M5830840
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,10.000.000,124.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-2-habitaciones-3-banos-2-garajes/19474-M6056331
"Apartamento en Arriendo, SIMON BOLIVAR, Medellín",Simón Bolívar,2.600.000,85.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simon-bolivar-3-habitaciones-2-banos/18296-M6015176
"Apartamento en Arriendo, Medellin, Medellín",In | Medellín,3.000.000,65.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-boston-3-habitaciones-2-banos/11813-M5682707
"Local Comercial en Arriendo, Villa Carlota, Medellín",Villa Carlota,20.000.000,97.0,0,1,3,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-villa-carlota-1-banos-3-garajes/34-M5758664
"Apartamento en Arriendo, NUEVA VILLA DE ABURRA, Medellín",Nueva Villa De Aburrá,3.300.000,135.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-3-habitaciones-3-banos-1-garajes/18536-M6051531
"Apartamento en Arriendo, LAURELES LA CASTELLANA, Medellín",Laureles La Castellana,3.000.000,132.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-3-banos-1-garajes/11530-M5835050
"Apartamento en Arriendo, Guayabal, Medellín",Guayabal,6.500.000,82.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-shellmar-3-habitaciones-2-banos-1-garajes/2511-M5681226
"Casa en Arriendo, Alto De Palmas, Medellín",Alto De Palmas,35.000.000,510.0,3,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alto-de-palmas-3-habitaciones-4-banos-4-garajes/2671-M5812048
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Río,5.000.000,110.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/11224-M5612473
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,25.000.000,306.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-2-garajes/17098-M5781507
"Apartamento en Arriendo, VILLA GRANDE, Medellín",Villa Grande,3.500.000,80.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-grande-3-habitaciones-2-banos-1-garajes/16174-M6070634
"Casa en Arriendo, Laureles, Medellín",Laureles | Medellín,8.700.000,25.0,4,4,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-laureles-4-habitaciones-4-banos-1-garajes/2671-M5812176
"Apartamento en Arriendo, Loma Del Campestre, Medellín",Loma Del Campestre,7.800.000,158.0,3,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-campestre-3-habitaciones-5-banos-2-garajes/16120-M6063639
"Casa en Arriendo, Laureles Lorena, Medellín",Laureles Lorena,5.000.000,171.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-laureles-lorena-4-habitaciones-3-banos-2-garajes/17079-M5161287
"Apartamento en Arriendo, El Tesoro, Medellín",El Tesoro,6.000.000,227.0,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-1-garajes/16120-M6064691
"Oficina en Arriendo, Laureles, Medellín",Laureles | Medellín,3.500.000,84.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-laureles-2-banos/16120-M5964619
"Bodega en Arriendo, Guayabal, Medellín",Guayabal,52.000.000,0.0,0,5,4,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal-5-banos-4-garajes/14059-M5727506
"Casa en Arriendo, Belen, Medellín",Belén,5.700.000,160.0,4,4,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-4-habitaciones-4-banos-1-garajes/16120-M5946451
"Apartamento en Arriendo, CALASANZ Nororiente, Medellín",Calasanz,2.450.000,66.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-parte-alta-3-habitaciones-2-banos-1-garajes/MC5987694
"Apartamento en Arriendo, LA FRONTERA Zona Urbana , Medellín",La Frontera,3.500.000,74.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-1-garajes/MC5964681
"Apartamento en Arriendo, SAN GERMAN Zona Urbana , Medellín",San Germán,3.900.000,26.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-german-3-habitaciones-3-banos-1-garajes/MC6070741
"Oficina en Arriendo, LA CANDELARIA Nororiente, Medellín",La Candelaria,1.000.000,4.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-candelaria-1-banos/MC5850723
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,11.500.000,220.0,3,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-5-banos-2-garajes/19797-M5969784
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado,4.300.000,60.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/16477-M5994107
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.150.000,90.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-2-garajes/687-M5394064
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,28.000.000,320.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M5675563
"Casa en Venta y Arriendo, poblado, Medellín",El Poblado,940.000.000,267.0,3,4,2,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M2200040
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.450.000,89.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M6013351
"Casa en Arriendo, Las Palmas, Medellín",Las Palmas,9.000.000,420.0,5,5,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-palmas-5-habitaciones-5-banos-3-garajes/20775-M6006882
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",El Poblado,550.000.000,132.0,3,4,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M2006141
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,24.000.000,295.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-3-garajes/687-M5565858
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.900.000,168.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M5233761
"Apartamento en Arriendo, GUAYABAL, Medellín",Guayabal,3.400.000,70.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-1-garajes/12116-M4964241
"Apartamento en Arriendo, Envigado, Medellín",Envigado | Medellín,11.000.000,132.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-envigado-2-habitaciones-3-banos-1-garajes/18975-M6058300
"Casa en Arriendo, Alto De Las Palmas, Medellín",Las Palmas,18.000.000,450.0,4,4,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alto-de-las-palmas-4-habitaciones-4-banos/20775-M6008765
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,15.500.000,180.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M4871527
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.200.000,250.0,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-4-habitaciones-4-banos-2-garajes/687-M5146639
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,8.100.000,220.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-diamante-no.2-4-habitaciones-3-banos-2-garajes/687-M5623981
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,3.200.000,85.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-2-banos-1-garajes/12116-M6015852
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,6.000.000,142.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-1-garajes/12116-M5012367
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.500.000,261.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-4-habitaciones-3-banos-2-garajes/687-M5623953
"Casa en Arriendo, BOLIVARIANA, Medellín",Bolivariana,3.700.000,120.0,4,3,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-bolivariana-4-habitaciones-3-banos/20035-M5967040
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,4.000.000,92.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M5967213
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,14.000.000,400.0,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-5-banos-4-garajes/687-M4399881
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,13.800.000,330.0,4,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-5-banos-2-garajes/687-M5962839
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,9.000.000,179.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M4698150
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado,9.000.000,75.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-castillo-1-habitaciones-2-banos-1-garajes/18975-M5573065
"Apartamento en Arriendo, Medellin, Medellín",In | Medellín,3.800.000,40.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-1-habitaciones-1-banos-1-garajes/11813-M5965612
"Apartamento en Arriendo, La Castellana, Medellín",La Castellana,3.500.000,73.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-mercedes-3-habitaciones-2-banos-1-garajes/2996-M5824050
"Apartamento en Arriendo, Medellin, Medellín",In | Medellín,5.400.000,90.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-3-habitaciones-2-banos-1-garajes/11813-M5994592
"Apartamento en Arriendo, Belén LOS ROSALES, Medellín",Belén Los Rosalese | Medellín,3.100.000,75.0,2,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rosales-2-habitaciones-2-banos/16749-M4923201
"Apartamento en Arriendo, LOMA DEL INDIO, Medellín",Loma Del Indio,3.900.000,70.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-2-habitaciones-2-banos-1-garajes/16749-M4809345
"Local Comercial en Arriendo, Las Playas, Medellín",Las Playas,17.000.000,259.0,0,2,1,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-las-playas-2-banos-1-garajes/34-M5756803
"Apartamento en Arriendo, BELEN ROSALES, Medellín",Belén,2.100.000,50.0,1,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rosales-1-habitaciones-2-banos/16211-M5837707
"Apartamento en Arriendo, Medellin, Medellín",In | Medellín,870.000,40.0,1,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-1-habitaciones-1-banos/11813-M6062223
